"SALESORDERID","CREATEDBY","CREATEDAT","CHANGEDBY","CHANGEDAT","FISCVARIANT","FISCALYEARPERIOD","NOTEID","PARTNERID","SALESORG","CURRENCY","GROSSAMOUNT","NETAMOUNT","TAXAMOUNT","LIFECYCLESTATUS","BILLINGSTATUS","DELIVERYSTATUS"
"0050003223","0000000011",2013-12-25,"0000000011",2013-12-28,K4,"2013012","","100000001",AMER,USD,82259.97,73120.00,9139.97,"","",C
"0050003391","0000000010",2014-02-26,"0000000010",2014-03-01,K4,"2014002","","100000034",AMER,USD,86442.72,76838.00,9604.72,"","",C
"0050003932","0000000010",2014-09-23,"0000000010",2014-09-26,K4,"2014009","","100000004",AMER,USD,75084.72,66742.00,8342.72,"","",C
"0050004872","0000000011",2015-07-21,"0000000011",2015-07-23,K4,"2015007","","100000000",AMER,USD,58826.24,52290.00,6536.24,"","",C
"0050005254","0000000011",2015-11-25,"0000000011",2015-11-26,K4,"2015011","","100000034",AMER,USD,41062.50,36500.00,4562.50,"","",C
"0050005447","0000000011",2016-01-21,"0000000011",2016-01-23,K4,"2016001","","100000032",AMER,USD,97201.09,86401.00,10800.09,"","",C
"0050005763","0000000011",2016-05-17,"0000000011",2016-05-18,K4,"2016005","","100000004",AMER,USD,88770.34,78907.00,9863.34,"","",C
"0050006104","0000000011",2016-09-10,"0000000011",2016-09-13,K4,"2016009","","100000034",AMER,USD,59734.12,53097.00,6637.12,"","",C
"0050007504","0000000011",2017-12-31,"0000000011",2018-01-01,K4,"2017012","","100000001",AMER,USD,55631.25,49450.00,6181.25,"","",C
"0050008327","0000000010",2018-10-17,"0000000010",2018-10-20,K4,"2018010","","100000033",AMER,USD,86892.73,77238.00,9654.73,"","",C
"0050008910","0000000011",2019-05-12,"0000000011",2019-05-15,K4,"2019005","","100000030",AMER,USD,77195.24,68618.00,8577.24,"","",C
"0050009072","0000000011",2019-07-16,"0000000011",2019-07-18,K4,"2019007","","100000031",AMER,USD,30485.25,27098.00,3387.25,"","",C
"0050009160","0000000011",2019-08-14,"0000000011",2019-08-17,K4,"2019008","","100000003",AMER,USD,93669.73,83262.00,10407.73,"","",C
"0050009875","0000000013",2020-04-10,"0000000013",2020-04-11,K4,"2020004","","100000031",AMER,USD,59723.99,53088.00,6635.99,"","",C
"0050010184","0000000010",2020-07-17,"0000000010",2020-07-19,K4,"2020007","","100000034",AMER,USD,64833.73,57630.00,7203.73,"","",C
"0050010403","0000000011",2020-09-27,"0000000011",2020-09-29,K4,"2020009","","100000031",AMER,USD,97204.48,86404.00,10800.48,"","",C
"0050011046","0000000011",2021-05-11,"0000000011",2021-05-14,K4,"2021005","","100000033",AMER,USD,36731.25,32650.00,4081.25,"","",C
"0050011136","0000000013",2021-06-05,"0000000013",2021-06-07,K4,"2021006","","100000002",AMER,USD,59511.37,52899.00,6612.37,"","",C
"0050012510","0000000011",2022-08-23,"0000000011",2022-08-26,K4,"2022008","","100000001",AMER,USD,95483.23,84874.00,10609.23,"","",C
"0050012515","0000000011",2022-08-25,"0000000011",2022-08-27,K4,"2022008","","100000030",AMER,USD,70251.74,62446.00,7805.74,"","",C
"0050012679","0000000011",2022-10-21,"0000000011",2022-10-23,K4,"2022010","","100000031",AMER,USD,77026.50,68468.00,8558.50,"","",C
"0050012729","0000000011",2022-11-12,"0000000011",2022-11-15,K4,"2022011","","100000030",AMER,USD,93968.99,83528.00,10440.99,"","",C
"0050000080","0000000011",2011-01-29,"0000000011",2011-01-31,K4,"2011001","","100000000",AMER,USD,83689.86,74391.00,9298.86,"","",C
"0050000357","0000000011",2011-05-07,"0000000011",2011-05-08,K4,"2011005","","100000003",AMER,USD,111052.09,98713.00,12339.09,"","",C
"0050001737","0000000011",2012-07-21,"0000000011",2012-07-23,K4,"2012007","","100000004",AMER,USD,32286.37,28699.00,3587.37,"","",C
"0050002453","0000000010",2013-04-05,"0000000010",2013-04-07,K4,"2013004","","100000034",AMER,USD,87127.84,77447.00,9680.84,"","",C
"0050003901","0000000011",2014-09-08,"0000000011",2014-09-11,K4,"2014009","","100000033",AMER,USD,78998.60,70221.00,8777.60,"","",C
"0050004688","0000000013",2015-05-25,"0000000013",2015-05-26,K4,"2015005","","100000030",AMER,USD,65460.37,58187.00,7273.37,"","",C
"0050005721","0000000011",2016-04-30,"0000000011",2016-05-02,K4,"2016004","","100000000",AMER,USD,86939.98,77280.00,9659.98,"","",C
"0050005833","0000000010",2016-06-13,"0000000010",2016-06-14,K4,"2016006","","100000002",AMER,USD,82535.59,73365.00,9170.59,"","",C
"0050006018","0000000011",2016-08-17,"0000000011",2016-08-19,K4,"2016008","","100000034",AMER,USD,48767.62,43349.00,5418.62,"","",C
"0050006851","0000000013",2017-05-29,"0000000013",2017-06-01,K4,"2017005","","100000031",AMER,USD,95365.10,84769.00,10596.10,"","",C
"0050007125","0000000011",2017-08-22,"0000000011",2017-08-25,K4,"2017008","","100000033",AMER,USD,107717.60,95749.00,11968.60,"","",C
"0050007603","0000000011",2018-02-02,"0000000011",2018-02-05,K4,"2018002","","100000000",AMER,USD,70700.62,62845.00,7855.62,"","",C
"0050008359","0000000011",2018-10-30,"0000000011",2018-11-02,K4,"2018010","","100000030",AMER,USD,65298.35,58043.00,7255.35,"","",C
"0050008772","0000000011",2019-03-21,"0000000011",2019-03-22,K4,"2019003","","100000033",AMER,USD,54450.00,48400.00,6050.00,"","",C
"0050009356","0000000013",2019-10-24,"0000000013",2019-10-26,K4,"2019010","","100000002",AMER,USD,99179.97,88160.00,11019.97,"","",C
"0050009937","0000000011",2020-04-30,"0000000011",2020-05-01,K4,"2020004","","100000002",AMER,USD,62105.62,55205.00,6900.62,"","",C
"0050010010","0000000013",2020-05-27,"0000000013",2020-05-28,K4,"2020005","","100000003",AMER,USD,52474.49,46644.00,5830.49,"","",C
"0050010034","0000000013",2020-05-31,"0000000013",2020-06-03,K4,"2020005","","100000030",AMER,USD,86312.22,76722.00,9590.22,"","",C
"0050010413","0000000011",2020-10-01,"0000000011",2020-10-02,K4,"2020010","","100000003",AMER,USD,56418.75,50150.00,6268.75,"","",C
"0050000112","0000000011",2011-02-12,"0000000011",2011-02-13,K4,"2011002","","100000002",AMER,USD,102491.95,91104.00,11387.95,"","",C
"0050001282","0000000013",2012-02-23,"0000000013",2012-02-24,K4,"2012002","","100000034",AMER,USD,99733.49,88652.00,11081.49,"","",C
"0050002017","0000000011",2012-10-29,"0000000011",2012-11-01,K4,"2012010","","100000003",AMER,USD,58318.87,51839.00,6479.87,"","",C
"0050002501","0000000010",2013-04-28,"0000000010",2013-04-30,K4,"2013004","","100000002",AMER,USD,90767.21,80682.00,10085.21,"","",C
"0050002774","0000000011",2013-07-26,"0000000011",2013-07-29,K4,"2013007","","100000032",AMER,USD,104777.95,93136.00,11641.95,"","",C
"0050003025","0000000011",2013-10-21,"0000000011",2013-10-22,K4,"2013010","","100000004",AMER,USD,76722.73,68198.00,8524.73,"","",C
"0050003077","0000000013",2013-11-09,"0000000013",2013-11-10,K4,"2013011","","100000031",AMER,USD,59286.36,52699.00,6587.36,"","",C
"0050004288","0000000013",2015-01-10,"0000000013",2015-01-13,K4,"2015001","","100000032",AMER,USD,60802.87,54047.00,6755.87,"","",C
"0050004894","0000000011",2015-07-28,"0000000011",2015-07-31,K4,"2015007","","100000004",AMER,USD,72617.62,64549.00,8068.62,"","",C
"0050005856","0000000011",2016-06-28,"0000000011",2016-07-01,K4,"2016006","","100000034",AMER,USD,94853.21,84314.00,10539.21,"","",C
"0050006331","0000000011",2016-12-08,"0000000011",2016-12-09,K4,"2016012","","100000000",AMER,USD,96538.48,85812.00,10726.48,"","",C
"0050006578","0000000013",2017-02-26,"0000000013",2017-02-27,K4,"2017002","","100000002",AMER,USD,97709.60,86853.00,10856.60,"","",C
"0050007507","0000000013",2017-12-31,"0000000013",2018-01-01,K4,"2017012","","100000001",AMER,USD,52029.00,46248.00,5781.00,"","",C
"0050007853","0000000011",2018-05-02,"0000000011",2018-05-03,K4,"2018005","","100000030",AMER,USD,68851.11,61201.00,7650.11,"","",C
"0050007995","0000000013",2018-07-01,"0000000013",2018-07-02,K4,"2018007","","100000000",AMER,USD,85592.21,76082.00,9510.21,"","",C
"0050008085","0000000013",2018-07-30,"0000000013",2018-08-01,K4,"2018007","","100000000",AMER,USD,56587.50,50300.00,6287.50,"","",C
"0050009295","0000000011",2019-10-05,"0000000011",2019-10-07,K4,"2019010","","100000034",AMER,USD,65972.24,58642.00,7330.24,"","",C
"0050009296","0000000011",2019-10-06,"0000000011",2019-10-08,K4,"2019010","","100000002",AMER,USD,81123.73,72110.00,9013.73,"","",C
"0050010300","0000000011",2020-08-27,"0000000011",2020-08-28,K4,"2020008","","100000032",AMER,USD,73983.35,65763.00,8220.35,"","",C
"0050011544","0000000011",2021-10-24,"0000000011",2021-10-25,K4,"2021010","","100000033",AMER,USD,83029.47,73804.00,9225.47,"","",C
"0050011930","0000000011",2022-02-18,"0000000011",2022-02-21,K4,"2022002","","100000001",AMER,USD,77881.47,69228.00,8653.47,"","",C
"0050012493","0000000011",2022-08-19,"0000000011",2022-08-21,K4,"2022008","","100000003",AMER,USD,68788.12,61145.00,7643.12,"","",C
"0050003525","0000000011",2014-04-25,"0000000011",2014-04-26,K4,"2014004","","100000000",AMER,USD,70100.99,62312.00,7788.99,"","",C
"0050005067","0000000013",2015-09-22,"0000000013",2015-09-23,K4,"2015009","","100000004",AMER,USD,72669.37,64595.00,8074.37,"","",C
"0050005331","0000000011",2015-12-19,"0000000011",2015-12-22,K4,"2015012","","100000004",AMER,USD,55456.86,49295.00,6161.86,"","",C
"0050005969","0000000013",2016-07-26,"0000000013",2016-07-27,K4,"2016007","","100000032",AMER,USD,75651.74,67246.00,8405.74,"","",C
"0050006039","0000000011",2016-08-22,"0000000011",2016-08-23,K4,"2016008","","100000000",AMER,USD,67002.74,59558.00,7444.74,"","",C
"0050006042","0000000011",2016-08-22,"0000000011",2016-08-23,K4,"2016008","","100000004",AMER,USD,86393.24,76794.00,9599.24,"","",C
"0050006121","0000000013",2016-09-18,"0000000013",2016-09-21,K4,"2016009","","100000034",AMER,USD,78605.97,69872.00,8733.97,"","",C
"0050010002","0000000013",2020-05-23,"0000000013",2020-05-24,K4,"2020005","","100000001",AMER,USD,135102.32,120091.00,15011.32,"","",C
"0050011742","0000000011",2021-12-23,"0000000011",2021-12-26,K4,"2021012","","100000001",AMER,USD,76787.95,68256.00,8531.95,"","",C
"0050011932","0000000013",2022-02-19,"0000000013",2022-02-21,K4,"2022002","","100000000",AMER,USD,59817.36,53171.00,6646.36,"","",C
"0050012826","0000000011",2022-12-20,"0000000011",2022-12-23,K4,"2022012","","100000000",AMER,USD,62604.00,55648.00,6956.00,"","",C
"0050000169","0000000011",2011-03-01,"0000000011",2011-03-03,K4,"2011003","","100000033",AMER,USD,38643.75,34350.00,4293.75,"","",C
"0050000983","0000000011",2011-11-24,"0000000011",2011-11-26,K4,"2011011","","100000033",AMER,USD,5062.50,4500.00,562.50,"","",C
"0050001578","0000000013",2012-05-24,"0000000013",2012-05-26,K4,"2012005","","100000032",AMER,USD,3375.00,3000.00,375.00,"","",C
"0050002561","0000000011",2013-05-19,"0000000011",2013-05-22,K4,"2013005","","100000000",AMER,USD,12656.25,11250.00,1406.25,"","",C
"0050003299","0000000011",2014-01-27,"0000000011",2014-01-28,K4,"2014001","","100000001",AMER,USD,102586.45,91188.00,11398.45,"","",C
"0050003908","0000000010",2014-09-12,"0000000010",2014-09-14,K4,"2014009","","100000004",AMER,USD,39436.87,35055.00,4381.87,"","",C
"0050004172","0000000011",2014-12-09,"0000000011",2014-12-12,K4,"2014012","","100000000",AMER,USD,5062.50,4500.00,562.50,"","",C
"0050004271","0000000011",2015-01-06,"0000000011",2015-01-08,K4,"2015001","","100000032",AMER,USD,3375.00,3000.00,375.00,"","",C
"0050004359","0000000011",2015-02-02,"0000000011",2015-02-03,K4,"2015002","","100000002",AMER,USD,37742.62,33549.00,4193.62,"","",C
"0050004385","0000000011",2015-02-11,"0000000011",2015-02-13,K4,"2015002","","100000033",AMER,USD,21543.75,19150.00,2393.75,"","",C
"0050005314","0000000011",2015-12-11,"0000000011",2015-12-12,K4,"2015012","","100000032",AMER,USD,74996.98,66664.00,8332.98,"","",C
"0050006054","0000000011",2016-08-26,"0000000011",2016-08-29,K4,"2016008","","100000033",AMER,USD,69874.85,62111.00,7763.85,"","",C
"0050008036","0000000011",2018-07-10,"0000000011",2018-07-13,K4,"2018007","","100000003",AMER,USD,36618.75,32550.00,4068.75,"","",C
"0050009982","0000000011",2020-05-15,"0000000011",2020-05-17,K4,"2020005","","100000004",AMER,USD,10968.75,9750.00,1218.75,"","",C
"0050010424","0000000011",2020-10-05,"0000000011",2020-10-07,K4,"2020010","","100000034",AMER,USD,35445.37,31507.00,3938.37,"","",C
"0050010568","0000000011",2020-11-15,"0000000011",2020-11-17,K4,"2020011","","100000030",AMER,USD,5062.50,4500.00,562.50,"","",C
"0050011370","0000000013",2021-08-18,"0000000013",2021-08-19,K4,"2021008","","100000030",AMER,USD,21093.75,18750.00,2343.75,"","",C
"0050011824","0000000011",2022-01-15,"0000000011",2022-01-17,K4,"2022001","","100000033",AMER,USD,73337.60,65189.00,8148.60,"","",C
"0050011853","0000000011",2022-01-18,"0000000011",2022-01-21,K4,"2022001","","100000000",AMER,USD,28575.00,25400.00,3175.00,"","",C
"0050011958","0000000013",2022-02-23,"0000000013",2022-02-24,K4,"2022002","","100000033",AMER,USD,5062.50,4500.00,562.50,"","",C
"0050011998","0000000011",2022-03-07,"0000000011",2022-03-08,K4,"2022003","","100000032",AMER,USD,31612.50,28100.00,3512.50,"","",C
"0050012415","0000000011",2022-07-23,"0000000011",2022-07-26,K4,"2022007","","100000003",AMER,USD,5062.50,4500.00,562.50,"","",C
"0050013154","0000000011",2023-04-25,"0000000011",2023-04-28,K4,"2023004","","100000030",AMER,USD,35550.00,31600.00,3950.00,"","",C
"0050000353","0000000011",2011-05-07,"0000000011",2011-05-09,K4,"2011005","","100000001",AMER,USD,79186.48,70388.00,8798.48,"","",C
"0050000622","0000000011",2011-08-04,"0000000011",2011-08-05,K4,"2011008","","100000000",AMER,USD,14850.00,13200.00,1650.00,"","",C
"0050002987","0000000011",2013-10-06,"0000000011",2013-10-09,K4,"2013010","","100000032",AMER,USD,18450.00,16400.00,2050.00,"","",C
"0050003041","0000000011",2013-10-23,"0000000011",2013-10-26,K4,"2013010","","100000033",AMER,USD,131200.86,116623.00,14577.86,"","",C
"0050004674","0000000011",2015-05-19,"0000000011",2015-05-22,K4,"2015005","","100000003",AMER,USD,72690.71,64614.00,8076.71,"","",C
"0050004902","0000000011",2015-07-31,"0000000011",2015-08-01,K4,"2015007","","100000004",AMER,USD,76313.23,67834.00,8479.23,"","",C
"0050005267","0000000011",2015-11-28,"0000000011",2015-11-30,K4,"2015011","","100000002",AMER,USD,17887.50,15900.00,1987.50,"","",C
"0050005972","0000000011",2016-07-27,"0000000011",2016-07-28,K4,"2016007","","100000001",AMER,USD,50161.50,44588.00,5573.50,"","",C
"0050007516","0000000011",2018-01-06,"0000000011",2018-01-09,K4,"2018001","","100000033",AMER,USD,12150.00,10800.00,1350.00,"","",C
"0050007583","0000000011",2018-01-27,"0000000011",2018-01-29,K4,"2018001","","100000004",AMER,USD,67993.85,60439.00,7554.85,"","",C
"0050008020","0000000011",2018-07-07,"0000000011",2018-07-08,K4,"2018007","","100000003",AMER,USD,15637.50,13900.00,1737.50,"","",C
"0050008056","0000000011",2018-07-16,"0000000011",2018-07-18,K4,"2018007","","100000002",AMER,USD,36051.74,32046.00,4005.74,"","",C
"0050009639","0000000013",2020-01-18,"0000000013",2020-01-19,K4,"2020001","","100000034",AMER,USD,53498.23,47554.00,5944.23,"","",C
"0050011026","0000000011",2021-05-07,"0000000011",2021-05-10,K4,"2021005","","100000033",AMER,USD,45279.00,40248.00,5031.00,"","",C
"0050012325","0000000013",2022-06-21,"0000000013",2022-06-23,K4,"2022006","","100000000",AMER,USD,21147.75,18798.00,2349.75,"","",C
"0050012397","0000000011",2022-07-17,"0000000011",2022-07-18,K4,"2022007","","100000030",AMER,USD,10968.75,9750.00,1218.75,"","",C
"0050012929","0000000011",2023-01-29,"0000000011",2023-01-30,K4,"2023001","","100000030",AMER,USD,13500.00,12000.00,1500.00,"","",C
"0050000215","0000000010",2011-03-24,"0000000010",2011-03-26,K4,"2011003","","100000034",AMER,USD,15637.50,13900.00,1737.50,"","",C
"0050001123","0000000011",2012-01-13,"0000000011",2012-01-16,K4,"2012001","","100000004",AMER,USD,50059.12,44497.00,5562.12,"","",C
"0050001441","0000000013",2012-04-13,"0000000013",2012-04-14,K4,"2012004","","100000030",AMER,USD,22498.87,19999.00,2499.87,"","",C
"0050007003","0000000011",2017-07-19,"0000000011",2017-07-22,K4,"2017007","","100000033",AMER,USD,66016.12,58681.00,7335.12,"","",C
"0050007402","0000000013",2017-12-05,"0000000013",2017-12-08,K4,"2017012","","100000002",AMER,USD,58360.49,51876.00,6484.49,"","",C
"0050008260","0000000011",2018-09-22,"0000000011",2018-09-24,K4,"2018009","","100000003",AMER,USD,10462.50,9300.00,1162.50,"","",C
"0050009223","0000000011",2019-09-07,"0000000011",2019-09-10,K4,"2019009","","100000032",AMER,USD,105043.46,93372.00,11671.46,"","",C
"0050010359","0000000013",2020-09-14,"0000000013",2020-09-16,K4,"2020009","","100000030",AMER,USD,16087.50,14300.00,1787.50,"","",C
"0050001779","0000000010",2012-08-01,"0000000010",2012-08-04,K4,"2012008","","100000004",AMER,USD,25031.25,22250.00,2781.25,"","",C
"0050002308","0000000011",2013-02-10,"0000000011",2013-02-12,K4,"2013002","","100000001",AMER,USD,17404.87,15471.00,1933.87,"","",C
"0050003151","0000000011",2013-12-01,"0000000011",2013-12-04,K4,"2013012","","100000001",AMER,USD,15131.25,13450.00,1681.25,"","",C
"0050004242","0000000013",2014-12-29,"0000000013",2014-12-31,K4,"2014012","","100000034",AMER,USD,14793.75,13150.00,1643.75,"","",C
"0050011156","0000000013",2021-06-13,"0000000013",2021-06-15,K4,"2021006","","100000034",AMER,USD,63428.62,56381.00,7047.62,"","",C
"0050011367","0000000013",2021-08-18,"0000000013",2021-08-21,K4,"2021008","","100000001",AMER,USD,18042.75,16038.00,2004.75,"","",C
"0050012661","0000000011",2022-10-14,"0000000011",2022-10-16,K4,"2022010","","100000001",AMER,USD,41484.37,36875.00,4609.37,"","",C
"0050012764","0000000011",2022-11-24,"0000000011",2022-11-27,K4,"2022011","","100000033",AMER,USD,70737.72,62878.00,7859.72,"","",C
"0050000214","0000000010",2011-03-24,"0000000010",2011-03-27,K4,"2011003","","100000000",AMER,USD,24975.00,22200.00,2775.00,"","",C
"0050000380","0000000010",2011-05-16,"0000000010",2011-05-18,K4,"2011005","","100000030",AMER,USD,24187.50,21500.00,2687.50,"","",C
"0050001017","0000000011",2011-12-06,"0000000011",2011-12-08,K4,"2011012","","100000030",AMER,USD,71036.99,63144.00,7892.99,"","",C
"0050001033","0000000011",2011-12-13,"0000000011",2011-12-14,K4,"2011012","","100000033",AMER,USD,34702.87,30847.00,3855.87,"","",C
"0050003957","0000000011",2014-10-03,"0000000011",2014-10-05,K4,"2014010","","100000031",AMER,USD,40893.75,36350.00,4543.75,"","",C
"0050003959","0000000011",2014-10-03,"0000000011",2014-10-05,K4,"2014010","","100000003",AMER,USD,34818.75,30950.00,3868.75,"","",C
"0050005275","0000000011",2015-11-29,"0000000011",2015-11-30,K4,"2015011","","100000002",AMER,USD,53648.99,47688.00,5960.99,"","",C
"0050006479","0000000010",2017-01-27,"0000000010",2017-01-29,K4,"2017001","","100000002",AMER,USD,32737.50,29100.00,3637.50,"","",C
"0050006504","0000000011",2017-02-05,"0000000011",2017-02-07,K4,"2017002","","100000001",AMER,USD,56470.49,50196.00,6274.49,"","",C
"0050007141","0000000011",2017-08-25,"0000000011",2017-08-26,K4,"2017008","","100000031",AMER,USD,50900.62,45245.00,5655.62,"","",C
"0050007447","0000000013",2017-12-19,"0000000013",2017-12-21,K4,"2017012","","100000000",AMER,USD,65922.73,58598.00,7324.73,"","",C
"0050007460","0000000011",2017-12-21,"0000000011",2017-12-23,K4,"2017012","","100000002",AMER,USD,40050.00,35600.00,4450.00,"","",C
"0050007644","0000000011",2018-02-17,"0000000011",2018-02-18,K4,"2018002","","100000004",AMER,USD,51028.86,45359.00,5669.86,"","",C
"0050010594","0000000011",2020-11-24,"0000000011",2020-11-27,K4,"2020011","","100000032",AMER,USD,93839.61,83413.00,10426.61,"","",C
"0050010616","0000000011",2020-12-04,"0000000011",2020-12-07,K4,"2020012","","100000001",AMER,USD,42184.12,37497.00,4687.12,"","",C
"0050011922","0000000013",2022-02-14,"0000000013",2022-02-17,K4,"2022002","","100000003",AMER,USD,47417.62,42149.00,5268.62,"","",C
"0050013109","0000000010",2023-04-04,"0000000010",2023-04-07,K4,"2023004","","100000032",AMER,USD,26100.00,23200.00,2900.00,"","",C
"0050000263","0000000011",2011-04-05,"0000000011",2011-04-08,K4,"2011004","","100000031",AMER,USD,84056.60,74717.00,9339.60,"","",C
"0050000730","0000000013",2011-09-05,"0000000013",2011-09-08,K4,"2011009","","100000003",AMER,USD,51742.11,45993.00,5749.11,"","",C
"0050001297","0000000013",2012-02-29,"0000000013",2012-03-03,K4,"2012002","","100000004",AMER,USD,63112.47,56100.00,7012.47,"","",C
"0050001995","0000000011",2012-10-19,"0000000011",2012-10-22,K4,"2012010","","100000004",AMER,USD,67430.23,59938.00,7492.23,"","",C
"0050004112","0000000011",2014-11-19,"0000000011",2014-11-20,K4,"2014011","","100000001",AMER,USD,31541.62,28037.00,3504.62,"","",C
"0050004355","0000000013",2015-01-31,"0000000013",2015-02-03,K4,"2015001","","100000032",AMER,USD,34987.50,31100.00,3887.50,"","",C
"0050008385","0000000013",2018-11-08,"0000000013",2018-11-09,K4,"2018011","","100000001",AMER,USD,55108.10,48985.00,6123.10,"","",C
"0050010983","0000000011",2021-04-24,"0000000011",2021-04-26,K4,"2021004","","100000003",AMER,USD,48487.50,43100.00,5387.50,"","",C
"0050011539","0000000011",2021-10-23,"0000000011",2021-10-25,K4,"2021010","","100000000",AMER,USD,77275.08,68689.00,8586.08,"","",C
"0050011693","0000000011",2021-12-06,"0000000011",2021-12-08,K4,"2021012","","100000031",AMER,USD,43644.37,38795.00,4849.37,"","",C
"0050000093","0000000011",2011-02-06,"0000000011",2011-02-08,K4,"2011002","","100000031",AMER,USD,57366.00,50992.00,6374.00,"","",C
"0050001780","0000000011",2012-08-02,"0000000011",2012-08-04,K4,"2012008","","100000003",AMER,USD,131219.96,116640.00,14579.96,"","",C
"0050002449","0000000010",2013-04-05,"0000000010",2013-04-07,K4,"2013004","","100000034",AMER,USD,41792.62,37149.00,4643.62,"","",C
"0050003578","0000000011",2014-05-12,"0000000011",2014-05-13,K4,"2014005","","100000004",AMER,USD,61079.62,54293.00,6786.62,"","",C
"0050009786","0000000011",2020-03-12,"0000000011",2020-03-13,K4,"2020003","","100000033",AMER,USD,43591.50,38748.00,4843.50,"","",C
"0050010728","0000000011",2021-01-17,"0000000011",2021-01-18,K4,"2021001","","100000031",AMER,USD,53464.48,47524.00,5940.48,"","",C
"0050010928","0000000011",2021-04-04,"0000000011",2021-04-05,K4,"2021004","","100000002",AMER,USD,105998.59,94221.00,11777.59,"","",C
"0050012195","0000000011",2022-05-09,"0000000011",2022-05-10,K4,"2022005","","100000031",AMER,USD,31946.62,28397.00,3549.62,"","",C
"0050001209","0000000013",2012-02-08,"0000000013",2012-02-09,K4,"2012002","","100000000",AMER,USD,67189.47,59724.00,7465.47,"","",C
"0050001684","0000000013",2012-07-02,"0000000013",2012-07-05,K4,"2012007","","100000031",AMER,USD,56156.60,49917.00,6239.60,"","",C
"0050001753","0000000011",2012-07-26,"0000000011",2012-07-27,K4,"2012007","","100000032",AMER,USD,93593.21,83194.00,10399.21,"","",C
"0050004280","0000000011",2015-01-09,"0000000011",2015-01-12,K4,"2015001","","100000001",AMER,USD,81831.34,72739.00,9092.34,"","",C
"0050005043","0000000013",2015-09-15,"0000000013",2015-09-16,K4,"2015009","","100000030",AMER,USD,82923.72,73710.00,9213.72,"","",C
"0050011973","0000000013",2022-02-26,"0000000013",2022-03-01,K4,"2022002","","100000031",AMER,USD,58057.86,51607.00,6450.86,"","",C
"0050000869","0000000013",2011-10-11,"0000000013",2011-10-14,K4,"2011010","","100000002",AMER,USD,56806.86,50495.00,6311.86,"","",C
"0050001266","0000000013",2012-02-18,"0000000013",2012-02-19,K4,"2012002","","100000004",AMER,USD,5062.50,4500.00,562.50,"","",C
"0050004049","0000000013",2014-10-31,"0000000013",2014-11-03,K4,"2014010","","100000031",AMER,USD,5062.50,4500.00,562.50,"","",C
"0050004158","0000000011",2014-12-05,"0000000011",2014-12-08,K4,"2014012","","100000032",AMER,USD,65525.62,58245.00,7280.62,"","",C
"0050004313","0000000013",2015-01-17,"0000000013",2015-01-20,K4,"2015001","","100000003",AMER,USD,9337.50,8300.00,1037.50,"","",C
"0050007403","0000000011",2017-12-06,"0000000011",2017-12-07,K4,"2017012","","100000002",AMER,USD,7593.75,6750.00,843.75,"","",C
"0050010221","0000000011",2020-08-04,"0000000011",2020-08-06,K4,"2020008","","100000002",AMER,USD,27281.25,24250.00,3031.25,"","",C
"0050012296","0000000013",2022-06-10,"0000000013",2022-06-12,K4,"2022006","","100000031",AMER,USD,7200.00,6400.00,800.00,"","",C
"0050003362","0000000011",2014-02-16,"0000000011",2014-02-17,K4,"2014002","","100000031",AMER,USD,9731.25,8650.00,1081.25,"","",C
"0050007049","0000000011",2017-07-30,"0000000011",2017-08-01,K4,"2017007","","100000001",AMER,USD,21543.75,19150.00,2393.75,"","",C
"0050007924","0000000011",2018-05-29,"0000000011",2018-05-31,K4,"2018005","","100000030",AMER,USD,10968.75,9750.00,1218.75,"","",C
"0050009727","0000000010",2020-02-19,"0000000010",2020-02-21,K4,"2020002","","100000032",AMER,USD,60969.35,54195.00,6774.35,"","",C
"0050011223","0000000011",2021-06-30,"0000000011",2021-07-01,K4,"2021006","","100000034",AMER,USD,85349.23,75866.00,9483.23,"","",C
"0050012572","0000000011",2022-09-12,"0000000011",2022-09-15,K4,"2022009","","100000001",AMER,USD,10968.75,9750.00,1218.75,"","",C
"0050012725","0000000011",2022-11-11,"0000000011",2022-11-13,K4,"2022011","","100000002",AMER,USD,23793.75,21150.00,2643.75,"","",C
"0050003989","0000000013",2014-10-12,"0000000013",2014-10-15,K4,"2014010","","100000000",AMER,USD,65901.35,58579.00,7322.35,"","",C
"0050005567","0000000011",2016-03-01,"0000000011",2016-03-03,K4,"2016003","","100000000",AMER,USD,19237.50,17100.00,2137.50,"","",C
"0050006233","0000000011",2016-10-24,"0000000011",2016-10-27,K4,"2016010","","100000003",AMER,USD,10687.50,9500.00,1187.50,"","",C
"0050011662","0000000011",2021-11-25,"0000000011",2021-11-27,K4,"2021011","","100000004",AMER,USD,22275.00,19800.00,2475.00,"","",C
"0050012335","0000000013",2022-06-24,"0000000013",2022-06-26,K4,"2022006","","100000001",AMER,USD,6750.00,6000.00,750.00,"","",C
"0050013107","0000000010",2023-04-04,"0000000010",2023-04-05,K4,"2023004","","100000004",AMER,USD,15862.50,14100.00,1762.50,"","",C
"0050002342","0000000011",2013-02-22,"0000000011",2013-02-25,K4,"2013002","","100000034",AMER,USD,20587.50,18300.00,2287.50,"","",C
"0050003169","0000000011",2013-12-09,"0000000011",2013-12-10,K4,"2013012","","100000002",AMER,USD,39206.25,34850.00,4356.25,"","",C
"0050006055","0000000011",2016-08-27,"0000000011",2016-08-29,K4,"2016008","","100000001",AMER,USD,25762.50,22900.00,2862.50,"","",C
